ID,Date,Day,Site,Sample,DayTime,Flower,Bee,Family,Genus,Species,CaptureTime
4499,8/12/2021,224,1,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,29
4519,8/12/2021,224,1,7,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,13
5171,8/20/2021,232,1,8,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,5
5172,8/20/2021,232,1,8,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,7
2281,7/16/2021,197,2,5,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,12
1953,7/15/2021,196,3,5,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,26
1954,7/15/2021,196,3,5,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,29
2405,7/26/2021,207,3,6,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,16
2447,7/26/2021,207,3,6,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,10
2448,7/26/2021,207,3,6,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,10
2449,7/26/2021,207,3,6,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,11
2450,7/26/2021,207,3,6,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,12
2451,7/26/2021,207,3,6,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,12
2452,7/26/2021,207,3,6,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,27
2495,7/26/2021,207,3,6,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,9
2496,7/26/2021,207,3,6,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,10
2497,7/26/2021,207,3,6,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,10
2498,7/26/2021,207,3,6,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,21
4739,8/12/2021,224,3,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,27
4740,8/12/2021,224,3,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,28
4741,8/12/2021,224,3,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,28
4814,8/12/2021,224,3,7,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,10
4815,8/12/2021,224,3,7,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,18
4816,8/12/2021,224,3,7,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,19
4817,8/12/2021,224,3,7,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,21
4894,8/12/2021,224,3,7,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,22
1996,7/15/2021,196,4,5,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,1
2536,7/26/2021,207,4,6,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,5
2537,7/26/2021,207,4,6,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,14
2573,7/26/2021,207,4,6,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,3
2574,7/26/2021,207,4,6,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,17
2575,7/26/2021,207,4,6,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,17
2632,7/26/2021,207,4,6,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,10
2633,7/26/2021,207,4,6,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,18
2634,7/26/2021,207,4,6,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,29
2635,7/26/2021,207,4,6,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,29
4961,8/12/2021,224,4,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,5
4962,8/12/2021,224,4,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,9
4963,8/12/2021,224,4,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,12
4964,8/12/2021,224,4,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,16
4965,8/12/2021,224,4,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,25
4966,8/12/2021,224,4,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,26
4967,8/12/2021,224,4,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,28
5037,8/12/2021,224,4,7,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,21
5117,8/12/2021,224,4,7,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,8
5118,8/12/2021,224,4,7,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,10
5119,8/12/2021,224,4,7,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,18
5120,8/12/2021,224,4,7,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,22
1417,7/13/2021,194,5,5,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,25
3043,7/28/2021,209,5,6,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,17
3044,7/28/2021,209,5,6,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,18
3045,7/28/2021,209,5,6,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,19
3046,7/28/2021,209,5,6,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,23
3146,7/28/2021,209,5,6,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,22
3147,7/28/2021,209,5,6,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,22
3905,8/11/2021,223,5,7,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,8
3978,8/11/2021,223,5,7,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,7
3979,8/11/2021,223,5,7,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,25
1584,7/13/2021,194,6,5,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,7
1585,7/13/2021,194,6,5,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,21
1586,7/13/2021,194,6,5,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,23
1587,7/13/2021,194,6,5,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,26
1631,7/13/2021,194,6,5,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,5
1632,7/13/2021,194,6,5,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,12
3318,7/28/2021,209,6,6,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,1
3319,7/28/2021,209,6,6,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,12
3320,7/28/2021,209,6,6,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,19
3321,7/28/2021,209,6,6,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,24
3322,7/28/2021,209,6,6,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,26
3386,7/28/2021,209,6,6,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,7
3479,7/28/2021,209,6,6,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,20
4031,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,2
4032,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,4
4033,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,7
4034,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,7
4035,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,7
4036,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,8
4037,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,18
4038,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,21
4039,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,23
4040,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,29
4121,8/11/2021,223,6,7,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,1
4207,8/11/2021,223,6,7,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,29
5830,8/21/2021,233,6,8,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,3
5831,8/21/2021,233,6,8,1,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,20
5862,8/21/2021,233,6,8,2,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,5
5905,8/21/2021,233,6,8,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,5
5906,8/21/2021,233,6,8,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,6
5907,8/21/2021,233,6,8,3,Campanula rotundifolia,Bombus bifarius,Apidae,Bombus,bifarius,12
4981,8/12/2021,224,4,7,1,Campanula rotundifolia,Bombus californicus,Apidae,Bombus,californicus,15
4982,8/12/2021,224,4,7,1,Campanula rotundifolia,Bombus californicus,Apidae,Bombus,californicus,23
4983,8/12/2021,224,4,7,1,Campanula rotundifolia,Bombus californicus,Apidae,Bombus,californicus,25
3839,8/11/2021,223,5,7,1,Campanula rotundifolia,Bombus californicus,Apidae,Bombus,californicus,27
1643,7/13/2021,194,6,5,3,Campanula rotundifolia,Bombus californicus,Apidae,Bombus,californicus,12
3397,7/28/2021,209,6,6,2,Campanula rotundifolia,Bombus californicus,Apidae,Bombus,californicus,28
1934,7/15/2021,196,3,5,2,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,28
2502,7/26/2021,207,3,6,3,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,13
2503,7/26/2021,207,3,6,3,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,26
2003,7/15/2021,196,4,5,2,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,21
2051,7/15/2021,196,4,5,3,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,18
5077,8/12/2021,224,4,7,2,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,27
1505,7/13/2021,194,5,5,3,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,6
1506,7/13/2021,194,5,5,3,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,10
1507,7/13/2021,194,5,5,3,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,11
3997,8/11/2021,223,5,7,3,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,7
3335,7/28/2021,209,6,6,1,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,19
3400,7/28/2021,209,6,6,2,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,25
3401,7/28/2021,209,6,6,2,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,27
3486,7/28/2021,209,6,6,3,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,1
3487,7/28/2021,209,6,6,3,Campanula rotundifolia,Bombus centralis,Apidae,Bombus,centralis,21
4506,8/12/2021,224,1,7,1,Campanula rotundifolia,Bombus huntii,Apidae,Bombus,huntii,14
4778,8/12/2021,224,3,7,1,Campanula rotundifolia,Bombus huntii,Apidae,Bombus,huntii,28
2607,7/26/2021,207,4,6,2,Campanula rotundifolia,Bombus huntii,Apidae,Bombus,huntii,14
3254,7/28/2021,209,5,6,3,Campanula rotundifolia,Bombus huntii,Apidae,Bombus,huntii,8
3255,7/28/2021,209,5,6,3,Campanula rotundifolia,Bombus huntii,Apidae,Bombus,huntii,8
3256,7/28/2021,209,5,6,3,Campanula rotundifolia,Bombus huntii,Apidae,Bombus,huntii,20
3257,7/28/2021,209,5,6,3,Campanula rotundifolia,Bombus huntii,Apidae,Bombus,huntii,22
4006,8/11/2021,223,5,7,3,Campanula rotundifolia,Bombus huntii,Apidae,Bombus,huntii,7
1560,7/13/2021,194,6,5,1,Campanula rotundifolia,Bombus huntii,Apidae,Bombus,huntii,26
1561,7/13/2021,194,6,5,1,Campanula rotundifolia,Bombus huntii,Apidae,Bombus,huntii,26
1562,7/13/2021,194,6,5,1,Campanula rotundifolia,Bombus huntii,Apidae,Bombus,huntii,20
2263,7/16/2021,197,2,5,1,Campanula rotundifolia,Bombus melanopygus,Apidae,Bombus,melanopygus,23
1428,7/13/2021,194,5,5,1,Campanula rotundifolia,Bombus melanopygus,Apidae,Bombus,melanopygus,2
1563,7/13/2021,194,6,5,1,Campanula rotundifolia,Bombus melanopygus,Apidae,Bombus,melanopygus,28
4058,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus nevadensis,Apidae,Bombus,nevadensis,2
2120,7/16/2021,197,1,5,1,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,8
4546,8/12/2021,224,1,7,2,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,25
2380,7/16/2021,197,2,5,3,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,27
4784,8/12/2021,224,3,7,1,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,26
4785,8/12/2021,224,3,7,1,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,26
4857,8/12/2021,224,3,7,2,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,29
2666,7/26/2021,207,4,6,3,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,1
2667,7/26/2021,207,4,6,3,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,1
2668,7/26/2021,207,4,6,3,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,5
5747,8/21/2021,233,5,8,1,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,24
1394,7/1/2021,182,6,4,3,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,20
4077,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,1
4078,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,3
4079,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,7
4080,8/11/2021,223,6,7,1,Campanula rotundifolia,Bombus rufocinctus,Apidae,Bombus,rufocinctus,7
2201,7/16/2021,197,1,5,3,Campanula rotundifolia,Dufourea,Halictidae,Dufourea,sp.,19
2202,7/16/2021,197,1,5,3,Campanula rotundifolia,Dufourea,Halictidae,Dufourea,sp.,26
1940,7/15/2021,196,3,5,2,Campanula rotundifolia,Dufourea,Halictidae,Dufourea,sp.,11
1964,7/15/2021,196,3,5,3,Campanula rotundifolia,Dufourea,Halictidae,Dufourea,sp.,10
1941,7/15/2021,196,3,5,2,Campanula rotundifolia,Hoplitis,Megachilidae,Hoplitis,sp.,26
4507,8/12/2021,224,1,7,1,Campanula rotundifolia,Hoplitis ,Megachilidae,Hoplitis,sp.,29
1967,7/15/2021,196,3,5,3,Campanula rotundifolia,Hylaeus,Colletidae,Hylaeus,sp. ,1
1945,7/15/2021,196,3,5,2,Campanula rotundifolia,Lasioglossum (Dialictus),Halictidae,Lasioglossum (Dialictus),sp. ,13
3525,7/28/2021,209,6,6,3,Campanula rotundifolia,Lasioglossum (Sensu stricto),Halictidae,Lasioglossum (Sensu stricto),sp. ,22
2166,7/16/2021,197,1,5,2,Campanula rotundifolia,Megachile,Megachilidae,Megachile,sp. ,7
2848,7/27/2021,208,1,6,3,Campanula rotundifolia,Megachile,Megachilidae,Megachile,sp. ,4
2393,7/16/2021,197,2,5,3,Campanula rotundifolia,Megachile,Megachilidae,Megachile,sp. ,21
4861,8/12/2021,224,3,7,2,Campanula rotundifolia,Megachile,Megachilidae,Megachile,sp. ,10
4862,8/12/2021,224,3,7,2,Campanula rotundifolia,Megachile,Megachilidae,Megachile,sp. ,10
5164,8/12/2021,224,4,7,3,Campanula rotundifolia,Megachile,Megachilidae,Megachile,sp. ,15
1526,7/13/2021,194,5,5,3,Campanula rotundifolia,Megachile,Megachilidae,Megachile,sp. ,13
3282,7/28/2021,209,5,6,3,Campanula rotundifolia,Megachile ,Megachilidae,Megachile,sp. ,22
1946,7/15/2021,196,3,5,2,Campanula rotundifolia,Megachile gemula,Megachilidae,Megachile,gemula,8
2483,7/26/2021,207,3,6,2,Campanula rotundifolia,Melissodes,Apidae,Melissodes,sp. ,1
1567,7/13/2021,194,6,5,1,Campanula rotundifolia,Melissodes,Apidae,Melissodes,sp. ,1
2123,7/16/2021,197,1,5,1,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,8
2170,7/16/2021,197,1,5,2,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,7
2216,7/16/2021,197,1,5,3,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,8
2532,7/26/2021,207,3,6,3,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,10
4865,8/12/2021,224,3,7,2,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,9
2086,7/15/2021,196,4,5,3,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,9
5026,8/12/2021,224,4,7,1,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,4
5168,8/12/2021,224,4,7,3,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,23
1479,7/13/2021,194,5,5,2,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,2
1480,7/13/2021,194,5,5,2,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,21
4018,8/11/2021,223,5,7,3,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,7
5821,8/21/2021,233,5,8,3,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,4
4227,8/11/2021,223,6,7,3,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,25
3777,7/29/2021,210,8,6,2,Campanula rotundifolia,Osmia,Megachilidae,Osmia,sp. ,26
4613,8/12/2021,224,2,7,2,Carduus nutans,Agapostemon,Halictidae,Agapostemon,sp.,14
4658,8/12/2021,224,2,7,3,Carduus nutans,Agapostemon,Halictidae,Agapostemon,sp.,26
6353,9/11/2021,254,3,9,3,Carduus nutans,Agapostemon,Halictidae,Agapostemon,sp.,12
6354,9/11/2021,254,3,9,3,Carduus nutans,Agapostemon,Halictidae,Agapostemon,sp.,21
6421,9/11/2021,254,4,9,2,Carduus nutans,Agapostemon,Halictidae,Agapostemon,sp.,11
6422,9/11/2021,254,4,9,2,Carduus nutans,Agapostemon,Halictidae,Agapostemon,sp.,12
6423,9/11/2021,254,4,9,2,Carduus nutans,Agapostemon,Halictidae,Agapostemon,sp.,27
6450,9/11/2021,254,4,9,3,Carduus nutans,Agapostemon,Halictidae,Agapostemon,sp.,16
6451,9/11/2021,254,4,9,3,Carduus nutans,Agapostemon,Halictidae,Agapostemon,sp.,18
6452,9/11/2021,254,4,9,3,Carduus nutans,Agapostemon,Halictidae,Agapostemon,sp.,25
5418,8/20/2021,232,2,8,3,Carduus nutans,Anthophora,Apidae,Anthophora,sp.,4
6355,9/11/2021,254,3,9,3,Carduus nutans,Anthophora,Apidae,Anthophora,sp.,16
6424,9/11/2021,254,4,9,2,Carduus nutans,Anthophora,Apidae,Anthophora,sp.,15
2534,7/26/2021,207,4,6,1,Carduus nutans,Anthophora porterae,Apidae,Anthophora,porterae,14
2906,7/27/2021,208,2,6,2,Carduus nutans,Anthophora terminalis,Apidae,Anthophora,terminalis,7
2907,7/27/2021,208,2,6,2,Carduus nutans,Anthophora terminalis,Apidae,Anthophora,terminalis,16
2908,7/27/2021,208,2,6,2,Carduus nutans,Anthophora terminalis,Apidae,Anthophora,terminalis,24
2963,7/27/2021,208,2,6,3,Carduus nutans,Anthophora terminalis,Apidae,Anthophora,terminalis,19
2485,7/26/2021,207,3,6,3,Carduus nutans,Anthophora terminalis,Apidae,Anthophora,terminalis,17
4792,8/12/2021,224,3,7,2,Carduus nutans,Anthophora terminalis,Apidae,Anthophora,terminalis,17
2572,7/26/2021,207,4,6,2,Carduus nutans,Anthophora terminalis,Apidae,Anthophora,terminalis,8
5094,8/12/2021,224,4,7,3,Carduus nutans,Anthophora terminalis,Apidae,Anthophora,terminalis,13
6333,9/11/2021,254,3,9,2,Carduus nutans,Apis mellifera,Apidae,Apis,mellifera,13
2801,7/27/2021,208,1,6,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,15
4590,8/12/2021,224,2,7,1,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,1
4591,8/12/2021,224,2,7,1,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,22
4592,8/12/2021,224,2,7,1,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,23
4616,8/12/2021,224,2,7,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,15
4617,8/12/2021,224,2,7,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,15
4660,8/12/2021,224,2,7,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,8
4661,8/12/2021,224,2,7,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,8
4662,8/12/2021,224,2,7,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,9
4663,8/12/2021,224,2,7,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,25
4664,8/12/2021,224,2,7,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,26
5219,8/20/2021,232,2,8,1,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,15
5220,8/20/2021,232,2,8,1,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,22
5372,8/20/2021,232,2,8,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,11
5373,8/20/2021,232,2,8,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,13
5374,8/20/2021,232,2,8,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,17
5375,8/20/2021,232,2,8,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,18
5419,8/20/2021,232,2,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,16
5420,8/20/2021,232,2,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,21
5421,8/20/2021,232,2,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,22
2398,7/26/2021,207,3,6,1,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,23
2489,7/26/2021,207,3,6,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,21
4804,8/12/2021,224,3,7,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,23
4805,8/12/2021,224,3,7,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,23
4806,8/12/2021,224,3,7,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,26
4807,8/12/2021,224,3,7,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,29
4867,8/12/2021,224,3,7,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,7
4868,8/12/2021,224,3,7,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,14
4869,8/12/2021,224,3,7,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,16
5477,8/20/2021,232,3,8,1,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,27
5492,8/20/2021,232,3,8,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,9
5493,8/20/2021,232,3,8,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,15
5551,8/20/2021,232,3,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,18
2627,7/26/2021,207,4,6,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,15
2628,7/26/2021,207,4,6,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,17
2629,7/26/2021,207,4,6,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,23
2630,7/26/2021,207,4,6,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,28
5028,8/12/2021,224,4,7,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,18
5096,8/12/2021,224,4,7,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,20
5614,8/20/2021,232,4,8,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,15
5657,8/20/2021,232,4,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,7
5658,8/20/2021,232,4,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,7
5659,8/20/2021,232,4,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,25
4028,8/11/2021,223,6,7,1,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,19
4029,8/11/2021,223,6,7,1,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,26
4190,8/11/2021,223,6,7,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,22
4191,8/11/2021,223,6,7,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,26
5893,8/21/2021,233,6,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,12
5894,8/21/2021,233,6,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,18
5895,8/21/2021,233,6,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,20
5896,8/21/2021,233,6,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,22
5897,8/21/2021,233,6,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,24
5898,8/21/2021,233,6,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,25
5899,8/21/2021,233,6,8,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,29
6480,9/12/2021,255,6,9,1,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,27
6481,9/12/2021,255,6,9,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,6
6482,9/12/2021,255,6,9,2,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,20
6485,9/12/2021,255,6,9,3,Carduus nutans,Bombus appositus,Apidae,Bombus,appositus,10
4665,8/12/2021,224,2,7,3,Carduus nutans,Bombus balteatus,Apidae,Bombus,balteatus,12
4881,8/12/2021,224,3,7,3,Carduus nutans,Bombus balteatus,Apidae,Bombus,balteatus,26
4882,8/12/2021,224,3,7,3,Carduus nutans,Bombus balteatus,Apidae,Bombus,balteatus,28
2860,7/27/2021,208,2,6,1,Carduus nutans,Bombus bifarius,Apidae,Bombus,bifarius,1
2861,7/27/2021,208,2,6,1,Carduus nutans,Bombus bifarius,Apidae,Bombus,bifarius,5
